id	Title	Author Last Name	Author First Name	Author Website	Publisher	Publication Year	Media	Weight	Height	Thickness	Length	Page Count	Languages	LC Classification	ISBN	Dewey Decimal	Dewey Wording
1339	The Epic of Ram, Volume 3	Tulsidas	\N	\N	Harvard University Press	2018	Hardcover	\N	5.5 inches	8.25 inches	1 inch	336	English	\N	0674975014	\N	\N
1340	The Epic of Ram, Volume 4	Tulsidas	\N	\N	Harvard University Press	2018	Hardcover	\N	5.5 inches	8.25 inches	1 inch	368	English	\N	0674975022	\N	\N
1341	The Epic of Ram, Volume 5	Tulsidas	\N	\N	Harvard University Press	2020	Hardcover	\N	5.25 inches	8 inches	\N	400	English	\N	0674986148	\N	\N
1342	The Epic of Ram, Volume 6	Tulsidas	\N	\N	Harvard University Press	2022	Hardcover	0.63052206932 pounds	7.9 inches	1 inch	5.5 inches	384	English	\N	0674258215	891.4312	1345вЂ“1645 > Hindi poetry > Hindi, Urdu > Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Modern Indic languages
1343	A Conspiracy of Kings	Turner	Megan Whalen	http://meganwhalenturner.org/	Greenwillow Books	2010	Hardcover	0.89 pounds	6.08 inches	8.46 inches	1.06 inches	336	English	PZ7.T85565 C	0061870935	813.6	21st Century > American fiction > English (North America) > Literature
1344	A Conspiracy of Kings	Turner	Megan Whalen	http://meganwhalenturner.org/	Greenwillow Books	2011	Paperback	0.5 pounds	5.13 inches	7.63 inches	0.7 inches	352	English	PZ7.T85565 C	0061870951	813.6	21st Century > American fiction > English (North America) > Literature
1345	Instead of Three Wishes: Magical Short Stories	Turner	Megan Whalen	http://meganwhalenturner.org/	Greenwillow Books	2006	Paperback	0.25 pounds	7.62 inches	0.32 inches	5.12 inches	160	English	PZ7.T85565 I	0060842318	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1346	Moira's Pen: A Queen's Thief Collection	Turner	Megan Whalen	http://meganwhalenturner.org/	Greenwillow Books	2022	Hardcover	1.425 pounds	9 inches	0.87 inches	6 inches	224	English	\N	006288560X	\N	\N
1348	The King of Attolia	Turner	Megan Whalen	http://meganwhalenturner.org/	Greenwillow Books	2006	Hardcover	1.2 pounds	5.5 inches	8.25 inches	1.25 inches	400	English	PZ7.T85565 K	0060835788	813.6	21st Century > American fiction > English (North America) > Literature
1349	The King of Attolia	Turner	Megan Whalen	http://meganwhalenturner.org/	Greenwillow Books	2007	Paperback	0.64 pounds	5.13 inches	7.63 inches	0.86 inches	432	English	PZ7.T85565 K	0060835796	813.6	21st Century > American fiction > English (North America) > Literature
1350	The Queen of Attolia	Turner	Megan Whalen	http://meganwhalenturner.org/	Greenwillow Books	2000	Hardcover	1.2 pounds	6 inches	9 inches	0.97 inches	288	English	PZ7.T85565 Q	068817423X	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1352	Thick as Thieves	Turner	Megan Whalen	http://meganwhalenturner.org/	Greenwillow Books	2017	Hardcover	\N	6 inches	9 inches	1.13 inches	400	English	PZ7.T85565 T	0062568248	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1353	A Connecticut Yankee in King Arthur's Court	Twain	Mark	\N	Simon & Brown	2011	Paperback	1.08 pounds	9.02 inches	0.75 inches	5.98 inches	334	English	PS1308 .A1	161382047X	813.4	American fiction > English (North America) > Later 19th Century 1861-1900 > Literature
1354	Adventures of Huckleberry Finn	Twain	Mark	\N	SeaWolf Press	2021	Paperback	\N	9 inches	0.9 inches	6 inches	358	English	\N	1953649807	\N	\N
1355	The Adventures of Huckleberry Finn	Twain	Mark	\N	HarperPress	2010	Paperback	0.22 pounds	6.93 inches	0.94 inches	4.41 inches	320	English	PS1305 .A1	0007351038	813.4	American fiction > English (North America) > Later 19th Century 1861-1900 > Literature
1356	The Adventures of Tom Sawyer	Twain	Mark	\N	Moby Books	1979	Paperback	\N	\N	\N	\N	\N	English	PZ7.C584 A	\N	813	American fiction > English (North America) > Literature
1357	The Adventures of Tom Sawyer	Twain	Mark	\N	SeaWolf Press	2021	Paperback	\N	9 inches	0.68 inches	6 inches	270	English	\N	1953649904	\N	\N
1358	Tom Sawyer Abroad	Twain	Mark	\N	SeaWolf Press	2019	Paperback	0.39021820374 pounds	9 inches	0.28 inches	6 inches	112	English	PS1320 .A1	1950435318	813.4	American fiction > English (North America) > Later 19th Century 1861-1900 > Literature
1359	Tom Sawyer, Detective	Twain	Mark	\N	SeaWolf Press	2020	Paperback	\N	9 inches	0.25 inches	6 inches	100	English	PZ3.C59 PS1322	1952433258	813.4	American fiction > English (North America) > Later 19th Century 1861-1900 > Literature
1360	Deathless	Valente	Catherynne M.	https://www.catherynnemvalente.com/	Tor Books	2011	Hardcover	0.85 pounds	8.3 inches	1.4 inches	5.8 inches	352	English	PS3622.A4258	0765326302	813.6	21st Century > American fiction > English (North America) > Literature
1361	Radiance	Valente	Catherynne M.	https://www.catherynnemvalente.com/	Tor Books	2015	Hardcover	1 pound	\N	\N	\N	432	English	PS3622.A4258 R33	0765335298	813.6	21st Century > American fiction > English (North America) > Literature
1362	The Boy Who Lost Fairyland	Valente	Catherynne M.	https://www.catherynnemvalente.com/	Feiwel & Friends	2015	Hardcover	\N	\N	\N	\N	\N	English	PZ7.V232 B	1250023491	813.6	21st Century > American fiction > English (North America) > Literature
1363	The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making	Valente	Catherynne M.	https://www.catherynnemvalente.com/	Feiwel & Friends	2011	Hardcover	1.02 pounds	9.56 inches	0.94 inches	6.35 inches	256	English	PZ7.V232 G	0312649614	813.6	21st Century > American fiction > English (North America) > Literature
1364	The Girl Who Fell Beneath Fairyland and Led the Revels There	Valente	Catherynne M.	https://www.catherynnemvalente.com/	Feiwel & Friends	2012	Hardcover	1 pound	9.52 inches	1.06 inches	6.46 inches	272	English	PZ7.V232 G	0312649622	813.6	21st Century > American fiction > English (North America) > Literature
1365	The Girl Who Raced Fairyland All the Way Home	Valente	Catherynne M.	https://www.catherynnemvalente.com/	Feiwel & Friends	2016	Hardcover	\N	9.4 inches	1.3 inches	6.1 inches	320	English	PZ7.V232 G	1250023513	813.6	21st Century > American fiction > English (North America) > Literature
1366	The Girl Who Soared Over Fairyland and Cut the Moon in Two	Valente	Catherynne M.	https://www.catherynnemvalente.com/	Feiwel & Friends	2013	Hardcover	\N	\N	\N	\N	256	English	PZ7.V232 G	1250023505	813.6	21st Century > American fiction > English (North America) > Literature
1367	Ramayana	Valmiki	\N	\N	Penguin Global	2000	Paperback	1.29 pounds	7.83 inches	1.88 inches	5.03 inches	696	English	PK3653.A2 G3	0140298665	813	American fiction > English (North America) > Literature
1368	Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future	Vance	Ashlee	\N	Ecco	2015	Hardcover	\N	9.1 inches	6.2 inches	1.5 inches	\N	English	HC102.M88 V36	9780062301239	338.7	Business Enterprises > Economics > Production > Social sciences
1369	Beginners: The Joy and Transformative Power of Lifelong Learning	Vanderbilt	Tom	\N	Knopf	2021	Hardcover	1.1 pounds	9.4 inches	1.2 inches	5.8 inches	320	English	BF637.S4 V375	1524732168	646.7	Home and family management > Management of personal and family life > Sewing, clothing, management of personal and family life > Technology and Application of Knowledge
1398	Sword & Citadel	Wolfe	Gene	\N	Orb Books	1994	Paperback	1.04940036712 pounds	8.2901409 inches	1.1401552 inches	5.5401464 inches	416	English	PS3573.O52 S88	0312890184	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1370	Exploring Calvin and Hobbes: An Exhibition Catalogue	Watterson	Bill	\N	Andrews McMeel Publishing	2015	Paperback	\N	11 inches	8.5 inches	0.6 inches	152	English	NC1429.W36 A4	1449460364	741.56973	Cartoons, Caricatures, Comic Strips > Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > North American > The arts > United States (General)
1371	Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection	Watterson	Bill	\N	Andrews McMeel Publishing	1994	Paperback	1.44 pounds	9.04 inches	0.41 inches	11.84 inches	176	\N	PN6728.C34	0836217691	741.5973	Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > North American > The arts > United States (General)
1372	The Authoritative Calvin and Hobbes	Watterson	Bill	\N	Scholastic Press	\N	Paperback	1.5 pounds	10.9 inches	0.8 inches	8.7 inches	253	\N	PN6728.C34 W384	0590819232	741.5973	Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > North American > The arts > United States (General)
1373	Complete Works of Oscar Wilde	Wilde	Oscar	\N	Geddes & Grosset	2001	Paperback	1.28 pounds	10.71 inches	1.02 inches	7.8 inches	384	English	PR5810 .F66	1855349086	828.809	1837-1899 > English miscellaneous writings > English {except North American} > Individual authors > Literature
1374	The Importance of Being Earnest	Wilde	Oscar	\N	Penguin Classics	1995	Paperback	0.1 pounds	6.9 inches	0.2 inches	4.2 inches	80	English	PS3573.I265 I47	0140621725	822	English drama > English {except North American} > Literature
1375	The Picture of Dorian Gray	Wilde	Oscar	\N	Modern Library	1998	Paperback	0.49 pounds	8.02 inches	0.65 inches	5.32 inches	304	English	PR5819.A2	0375751513	823.8	English fiction > English {except North American} > Literature > Victorian period 1837-1900
1376	By the Shores of Silver Lake	Wilder	Laura Ingalls	\N	HarperCollins	1953	Paperback	0.45 pounds	7.65 inches	0.73 inches	5.16 inches	304	English	PZ7.W6461 B	0064400050	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature
1377	Farmer Boy	Wilder	Laura Ingalls	\N	HarperCollins	1953	Paperback	0.54 pounds	7.64 inches	0.81 inches	5.28 inches	384	English	PZ7.W6461 F	0064400034	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature
1378	Little House in the Big Woods	Wilder	Laura Ingalls	\N	HarperCollins	1971	Paperback	0.39 pounds	7.6 inches	0.51 inches	5.3 inches	256	English	PZ7.W6461 L	0064400018	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature
1379	Little House on the Prairie	Wilder	Laura Ingalls	\N	HarperCollins	1953	Paperback	0.51 pounds	7.6 inches	0.76 inches	5.28 inches	352	English	PZ7.W6461 L	0064400026	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature
1380	Little Town on the Prairie	Wilder	Laura Ingalls	\N	HarperCollins	1953	Paperback	0.48 pounds	7.65 inches	0.74 inches	5.17 inches	320	English	PZ7.W6461 L	0064400077	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature
1381	On the Banks of Plum Creek	Wilder	Laura Ingalls	\N	HarperCollins	1953	Paperback	0.54 pounds	7.63 inches	0.81 inches	5.16 inches	352	English	PZ7.W6461 O	0064400042	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature
1382	The First Four Years	Wilder	Laura Ingalls	\N	HarperCollins	1953	Paperback	0.25 pounds	7.6 inches	0.36 inches	5.3 inches	160	English	PZ7.W6461 F	006440031X	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature
1383	The Long Winter	Wilder	Laura Ingalls	\N	HarperCollins	1953	Paperback	0.6 pounds	7.4 inches	1 inch	5.2 inches	352	English	PZ7.W6461 L	0644000694	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature
1384	These Happy Golden Years	Wilder	Laura Ingalls	\N	HarperCollins	1953	Paperback	0.45 pounds	7.6 inches	0.9 inches	5.1 inches	304	English	PZ7.W6461 T	0064400085	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature
1385	Brothers of the Wind	Williams	Tad	https://www.tadwilliams.com/	DAW	2021	Hardcover	1.25 pounds	9 inches	0.6875 inches	6 inches	272	English	PS3573.I45563 B76	0756412684	813.6	21st Century > American fiction > English (North America) > Literature
1386	Empire of Grass	Williams	Tad	https://www.tadwilliams.com/	DAW	2019	Hardcover	2 pounds	6.33 inches	9.31 inches	2.08 inches	688	English	PS3573.I45563 E57	0756410622	813.6	21st Century > American fiction > English (North America) > Literature
1387	Into the Narrowdark	Williams	Tad	https://www.tadwilliams.com/	DAW	2022	Hardcover	2.41 pounds	9 inches	1.5313 inches	6 inches	608	English	\N	0756410649	813.6	21st Century > American fiction > English (North America) > Literature
1388	Mountain of Black Glass	Williams	Tad	https://www.tadwilliams.com/	DAW	2000	Paperback	0.8 pounds	4.34 inches	6.79 inches	1.73 inches	784	English	PS3573.I45563 M68	0886779065	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1389	Shadowheart: Volume Four of Shadowmarch	Williams	Tad	https://www.tadwilliams.com/	DAW	2010	Hardcover	2.25 pounds	6.4 inches	9.34 inches	2.21 inches	768	English	PS3573.I45563 S527	0756406404	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1390	The Dragonbone Chair	Williams	Tad	https://www.tadwilliams.com/	DAW	1988	Hardcover	1.85 pounds	8.3 inches	1.6 inches	5.9 inches	672	English	PS3573.I45563 D7	0809900033	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1391	The Heart of What Was Lost of Osten Ard	Williams	Tad	https://www.tadwilliams.com/	DAW	2017	Hardcover	1.25 pounds	6.25 inches	9.31 inches	0.73 inches	224	English	PS3573.I45563 H43	075641248X	813.6	21st Century > American fiction > English (North America) > Literature
1392	The Stone of Farewell	Williams	Tad	https://www.tadwilliams.com/	DAW	1990	Hardcover	2.2 pounds	9.3 inches	1.6 inches	6.2 inches	589	English	PS3573.I45563 S76	0886774357	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1393	The Witchwood Crown	Williams	Tad	https://www.tadwilliams.com/	DAW	2017	Hardcover	\N	6.38 inches	9.31 inches	2.19 inches	736	English	PS3573.I45563 W58	0756410606	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1394	To Green Angel Tower	Williams	Tad	https://www.tadwilliams.com/	DAW	1993	Hardcover	2.65 pounds	8.3 inches	2 inches	5.5 inches	1083	English	PS3573.I45563 T6	0886775213	813	American fiction > English (North America) > Literature
1395	Unfettered III	Williams	Tad	https://www.tadwilliams.com/	Grim Oak Press	2019	Hardcover	\N	6 inches	9 inches	\N	768	English	\N	1944145230	808.83	Anthologies & Collections > By Topic > Fiction > Literature > Rhetoric and anthologies
1396	A Borrowed Man	Wolfe	Gene	\N	Tor Books	2015	Hardcover	1 pound	\N	\N	\N	304	English	PS3573.O52 B67	0765381141	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
1399	The Knight	Wolfe	Gene	\N	Tor Fantasy	2005	Paperback	1.81 pounds	4.23 inches	0.27 inches	0.04 inches	544	English	PS3573.O52 K58	0765347016	813	American fiction > English (North America) > Literature
1400	The Landmark Xenophon's Anabasis	Xenophon	\N	\N	Pantheon	2021	Hardcover	2.75 pounds	9.54 inches	1.68 inches	7.77 inches	672	English	PA4495 .A5313	030790685X	935.05092	Ancient World > History and Geography > Mesopotamia and Iranian Plateau to 637
1401	The Landmark Xenophon's Hellenika	Xenophon	\N	\N	Anchor	2010	Paperback	2.39 pounds	9.19 inches	1.34 inches	7.31 inches	672	English	DF214 .X4613	1400034760	938.06	Ancient World > Greece to 323 > Greece to 323 > History and Geography > Spartan and Theban Supremacy (404-362 BC)
297	Jim Butcher's The Dresden Files: Dog Men	Butcher	Jim	https://www.jim-butcher.com/	Dynamite Entertainment	2018	Hardcover	\N	6.7 inches	10.3 inches	0.6 inches	128	English	\N	1524105449	741.5	Cartoons, Caricatures, Comics > Drawing &  drawings > Graphic arts and decorative arts > The arts
169	Harbinger of the Storm	de Bodard	Aliette	\N	JABberwocky Literary Agency, Inc.	2017	Paperback	1.05 pounds	9 inches	0.81 inches	6 inches	322	English	\N	1625672497	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
170	Master of the House of Darts	de Bodard	Aliette	\N	JABberwocky Literary Agency, Inc.	2017	Paperback	1.06 pounds	9 inches	0.83 inches	6 inches	328	English	\N	1625672500	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
171	Servant of the Underworld	de Bodard	Aliette	\N	JABberwocky Literary Agency, Inc.	2016	Paperback	1.09 pounds	9 inches	0.85 inches	6 inches	338	English	PR6102.O637	1625672047	813	American fiction > English (North America) > Literature
